Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Functional Area,Industry
Associate/Senior Associate -(NonTechnical), Not Disclosed by Recruiter ,3 - 8 yrs, Outbound| Technical Support Associate| Email| Technical| US shift| Medical| Antivirus| Troubleshooting| Technical support| Comp,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services"
Data Analyst,"2,75,000 - 7,00,000 PA.",2 - 7 yrs, Reporting| Data Analysis| Business Analytics| Data Analytics| kpo,Analytics & BI,Analytics & Business Intelligence,"KPO, Research, Analytics"
Software Developer, Not Disclosed by Recruiter ,2 - 6 yrs, HTML| XML| Ajax| rest| Prototype| technical| developing| JSON| application architecture| SDLC| javascript| jQuery| Web services| java| application| web| design| Web designing| architecture| applications,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Recruitment Executive, Not Disclosed by Recruiter ,1 - 5 yrs, us it recruiter| us it recruitment| us it staffing| us staffing| us technical recruiter| us recruitment,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing"
Service/Maintenance Engineer,"1,00,000 - 3,00,000 PA.",1 - 6 yrs, service engineering| maintenance| breakdown| shutdown| amc| installation| repair| troubleshooting| field service engineer| Preventive Maintenance| breakdown maintenance| Field Engineer| Electrical Engineer,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Printing, Packaging"
Sales/Business Development Manager,"5,00,000 - 6,00,000 PA.",4 - 9 yrs,enterprise sales| relationship building| new business| sales strategy| B2B Sales| marketing management| cross selling| product marketing| consultative sales| b2b marketing| service sales| Corporate Sales| Key Accounts Manager,Institutional Sales,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management"
Accounts Executive/Accountant,"2,75,000 - 3,00,000 PA.",1 - 2 yrs, accounts executive| Accounting| accounts| finance,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","BPO, Call Centre, ITeS"
Tour Management Manager/Senior Manager, Not Disclosed by Recruiter ,2 - 7 yrs, inbound| costing| selling| good communication| good communication skills| tickets| tour| experience| manager| packages,Ticketing/Travel/Documentation,"Travel , Tours , Ticketing , Airlines","Travel , Hotels , Restaurants , Airlines , Railways"
Maintenance Engineer,"50,000 - 3,00,000 PA.",1 - 3 yrs, Monthly Reports| Maintenance| Technician Activities| Water Quality,Site Engineering,"Site Engineering , Project Management",Other
"ZS pioneers in sales force and marketing analytics applying optimization techniques to sales force and marketing investment problems. We have grown significantly and are now recognized global leaders in sales and marketing consulting. A key enabler of our services is leveraging data in delivering client solutions. The data available about customers across Healthcare and multiple industries is getting richer and the problems that our customers are trying to answer continue to evolve. In our endeavor to stay ahead of curve in providing solutions to these evolving complex business problems, ZS has set up a Data Scientist track which has following major focus areas: Research the evolving datasets and newer information sources to understand the possibilities Apply advanced analytical techniques and algorithms to improve current as well as develop cutting edge offerings/solutions Deliver client impact by collaboratively implementing and broad basing these solutions Provide thought leadership by developing the ZS Point of View in the industry The Manager position is the precursor to the Associate Principal and Principal Positions, and therefore part of the ZS leadership ladder. Every Manager leads one or more Spaces, i.e. business units focused either on a specific client, or a specific expertise area. Therefore ZS Data Science Managers are responsible for strong analytical expertise, knowledge and experience of various machine learning algorithms, tools & big data technologies, leveraging this knowledge for innovation, thought leadership, stakeholder relationship management, effectively coaching and responsible for people growth and defining-running-refining their space operating models, guided closely by Principals. Managers leverage their experience to take responsibility for providing analytical solutions across projects, deliver quality work for clients and lead client and ZS-leader relationships from beginning of their tenure. Provide expertise in architecting and implementing analytical solutions for projects Manage projects and assist in managing stakeholder relationships Direct multiple projects simultaneously, honing analytical and project management skills Motivate, coach and serve as a role model for space team members Provide thought leadership and innovation within projects and across practice areas Partner with onshore colleagues to develop new business with existing and new clients Develop and implement specific frameworks for strategy and programs Contribute to ZSs capability building and knowledge creation Coach, mentor, and conduct training programs Play an active role in India office growth related initiatives (e.g. recruiting, training, etc.). Required Candidate profile Managers have 8 - 12 years work experience in industry through consulting work or within an industry leader (a combination of experience is preferred) BE/ B.Tech / BS (stats) from Tier-1 institute would be required. PhD in Computer Science (OR Statistics) / M.Tech / MS from a premier institute would be highly preferred Substantial experience in Machine Learning Knowledge of big data/ advanced analytics concepts and algorithms text mining, social listening, recommender systems, predictive modeling, etc. Knowledge of programming Java/Python/R Exposure to tools/platforms Hadoop eco system and DB systems Agile project planning and project management skills Excellent communication skills In addition, we seek individuals with the following Desire to make a business impact for our clients Leadership experience Personal initiative and strong work ethic Self-motivation and detail orientation Organization & planning skills Communication skills Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: Other",Openings: 1,8 - 12 Years,kaggle|NLP|data science|Artificial Intelligence|Natural Language Processing|analytical techniques|Text Mining|big data|machine learning|Deep Learning,"ZS pioneers in sales force and marketing analytics applying optimization techniques to sales force and marketing investment problems. We have grown significantly and are now recognized global leaders in sales and marketing consulting. A key enabler of our services is leveraging data in delivering client solutions. The data available about customers across Healthcare and multiple industries is getting richer and the problems that our customers are trying to answer continue to evolve. In our endeavor to stay ahead of curve in providing solutions to these evolving complex business problems, ZS has set up a Data Scientist track which has following major focus areas: Research the evolving datasets and newer information sources to understand the possibilities Apply advanced analytical techniques and algorithms to improve current as well as develop cutting edge offerings/solutions Deliver client impact by collaboratively implementing and broad basing these solutions Provide thought leadership by developing the ZS Point of View in the industry The Manager position is the precursor to the Associate Principal and Principal Positions, and therefore part of the ZS leadership ladder. Every Manager leads one or more Spaces, i.e. business units focused either on a specific client, or a specific expertise area. Therefore ZS Data Science Managers are responsible for strong analytical expertise, knowledge and experience of various machine learning algorithms, tools & big data technologies, leveraging this knowledge for innovation, thought leadership, stakeholder relationship management, effectively coaching and responsible for people growth and defining-running-refining their space operating models, guided closely by Principals. Managers leverage their experience to take responsibility for providing analytical solutions across projects, deliver quality work for clients and lead client and ZS-leader relationships from beginning of their tenure. Provide expertise in architecting and implementing analytical solutions for projects Manage projects and assist in managing stakeholder relationships Direct multiple projects simultaneously, honing analytical and project management skills Motivate, coach and serve as a role model for space team members Provide thought leadership and innovation within projects and across practice areas Partner with onshore colleagues to develop new business with existing and new clients Develop and implement specific frameworks for strategy and programs Contribute to ZSs capability building and knowledge creation Coach, mentor, and conduct training programs Play an active role in India office growth related initiatives (e.g. recruiting, training, etc.). Required Candidate profile Managers have 8 - 12 years work experience in industry through consulting work or within an industry leader (a combination of experience is preferred) BE/ B.Tech / BS (stats) from Tier-1 institute would be required. PhD in Computer Science (OR Statistics) / M.Tech / MS from a premier institute would be highly preferred Substantial experience in Machine Learning Knowledge of big data/ advanced analytics concepts and algorithms text mining, social listening, recommender systems, predictive modeling, etc. Knowledge of programming Java/Python/R Exposure to tools/platforms Hadoop eco system and DB systems Agile project planning and project management skills Excellent communication skills In addition, we seek individuals with the following Desire to make a business impact for our clients Leadership experience Personal initiative and strong work ethic Self-motivation and detail orientation Organization & planning skills Communication skills Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: Other Employment Type: Full Time, Permanent","Other Employment Type: Full Time, Permanent",Strategy / Management Consulting Firms
Head/VP/GM-Recruitment, Not Disclosed by Recruiter ,12 - 18 yrs, Talent Acquisition| Recruitment| HR| Campus Hiring| recruitment| recruiting,Senior Management,"HR , Recruitment , Administration , IR","IT-Software, Software Services"
Lecturer/Professor, Not Disclosed by Recruiter ,7 - 10 yrs, Counselor| Mentor| Trainer| Advisor| Teaching,University Level,"Teaching , Education , Training , Counselling","Education, Teaching, Training"
Sales/Business Development Manager,"8,00,000 - 12,00,000 PA.",6 - 11 yrs, project sales| Architects| Sales Operations| Sales Management| distributor| interior designers| Area Management| contractors| Area| Developers| consultants| dealer| territory management| Sales Manager,Retail Sales,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals"
Head/VP/GM-Operations, Not Disclosed by Recruiter ,12 - 15 yrs, Retail| marketing executive| distributors| customer profiling| sales strategy| SME| market research| Business Development| Operations| sales executive,Senior Management,"Financial Services , Banking , Investments , Insurance","Recruitment, Staffing"
Sales Executive/Officer,"2,50,000 - 3,25,000 PA.",2 - 4 yrs, Manager Sales| Sales Manager| assistant sales manager| MICE| Travel Agent| Senior Sales Executive| senior sales officer| Corporate Sales| Hotel Sales| Room Sales| Sales Executive,Retail Sales,"Sales , Retail , Business Development","Travel , Hotels , Restaurants , Airlines , Railways"
Business Analyst, Not Disclosed by Recruiter ,3 - 5 yrs, data analysis| vba| macros| advanced excel| oracle sql| google analytics| business analysis| python| data mining| business analyst,System Design/Implementation/ERP/CRM,"IT Software - DBA , Datawarehousing","IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,2 - 5 yrs, C#| CSS| XML| Asp Net| Javascript| Web Application| MS SQL Server| .Net| MVC| ASP.Net MVC| JQuery| Ajax,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Head/VP/GM-Regulatory Affairs, Not Disclosed by Recruiter ,20 - 26 yrs, land acquisition,Drug Regulatory Affairs/Documentation,"Legal , Regulatory , Intellectual Property","Real Estate, Property"
Business Analyst, Not Disclosed by Recruiter ,2 - 5 yrs,Java| Tomcat| Eclipse| OOPS| HTML| UNIX| SQL| DB2| Weblogic| XML| Flex| Oracle| PL,System Design/Implementation/ERP/CRM,"IT Software - Application Programming , Maintenance","Recruitment, Staffing"
Factory Head,"1,75,000 - 2,00,000 PA.",2 - 3 yrs, cnc| cnc operator| cnc maintenance| cnc programming,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Industrial Products, Heavy Machinery"
